Insatiable Heart - Soulseeker Bow,Sky Piercer,p2,g1
Insatiable Heart - Soulseeker Bow,Fervid,r2,p1
Insatiable Heart - Soulseeker Bow,Seeker,b2,r1
Insatiable Heart - Soulseeker Bow,Ranged,g2,b1
Insatiable Heart - Soulseeker Bow,Vitality,b2,p1
Insatiable Heart - Soulseeker Bow,Curse,p2,g1
Insatiable Heart - Soulseeker Bow,Focused,r2,b1
Insatiable Heart - Soulseeker Bow,g2,r1,b1
Insatiable Heart - Soulseeker Bow,r2,p1,g1
Insatiable Heart - Cornered Beast Bow,Sky Piercer,p2,g1
Insatiable Heart - Cornered Beast Bow,Fervid,r2,p1
Insatiable Heart - Cornered Beast Bow,Seeker,b2,r1
Insatiable Heart - Cornered Beast Bow,Ranged,g2,b1
Insatiable Heart - Cornered Beast Bow,Vitality,b2,p1
Insatiable Heart - Cornered Beast Bow,Curse,p2,g1
Insatiable Heart - Cornered Beast Bow,Focused,r2,b1
Insatiable Heart - Cornered Beast Bow,g2,r1,b1
Insatiable Heart - Cornered Beast Bow,r2,p1,g1
Deathclaw Hunter,Sky Piercer,p2,g1
Deathclaw Hunter,Fervid,r2,p1
Deathclaw Hunter,Seeker,b2,r1
Deathclaw Hunter,Ranged,g2,b1
Deathclaw Hunter,Vitality,b2,p1
Deathclaw Hunter,Curse,p2,g1
Deathclaw Hunter,Focused,r2,b1
Deathclaw Hunter,g2,r1,b1
Deathclaw Hunter,r2,p1,g1
Crusader Stronbow,Sky Piercer,b2,
Crusader Stronbow,Fervid,r2,
Crusader Stronbow,Seeker,p2,
Crusader Stronbow,Ranged,g2,
Crusader Stronbow,Vitality,p2,
Crusader Stronbow,Curse,b2,
Crusader Stronbow,Focused,r2,
Crusader Stronbow,g2,b1,
Crusader Stronbow,r2,g1,
Yew Longbow,Sky Piercer,b1,
Yew Longbow,Fervid,r1,
Yew Longbow,Seeker,p1,
Yew Longbow,Ranged,g1,
Yew Longbow,Vitality,r1,
Yew Longbow,Curse,g1,
Yew Longbow,Focused,b1,
Yew Longbow,r1,p1,
Yew Longbow,p1,g1,
Oil-soaked Wooden Bow,Sky Piercer,,
Oil-soaked Wooden Bow,Fervid,,
Oil-soaked Wooden Bow,Seeker,,
Oil-soaked Wooden Bow,Ranged,,
Oil-soaked Wooden Bow,Vitality,,
Oil-soaked Wooden Bow,Curse,,
Oil-soaked Wooden Bow,Focused,,
Oil-soaked Wooden Bow,g1,,
Oil-soaked Wooden Bow,p1,,
Scaleclaw Winged Helm,Iron Helmet,g2,r1
Scaleclaw Winged Helm,Sky Piercer,p2,g1
Scaleclaw Winged Helm,Seeker,b2,p1
Scaleclaw Winged Helm,Ranged,p2,r1
Scaleclaw Winged Helm,Smiting,r2,b1
Scaleclaw Winged Helm,Swift,b2,r1
Scaleclaw Winged Helm,Wealth,g2,p1
Scaleclaw Winged Helm,b2,r1,g1
Scaleclaw Winged Helm,p2,b1,g1
Eagle God Winged Helm,Iron Helmet,p2,
Eagle God Winged Helm,Sky Piercer,g2,
Eagle God Winged Helm,Seeker,b2,
Eagle God Winged Helm,Ranged,p2,
Eagle God Winged Helm,Smiting,g2,
Eagle God Winged Helm,Swift,r2,
Eagle God Winged Helm,Wealth,b2,
Eagle God Winged Helm,r2,p1,
Eagle God Winged Helm,p2,r1,
Crusader Hood,Iron Helmet,b1,
Crusader Hood,Sky Piercer,b1,
Crusader Hood,Seeker,g1,
Crusader Hood,Ranged,r1,
Crusader Hood,Smiting,p1,
Crusader Hood,Swift,r1,
Crusader Hood,Wealth,b1,
Crusader Hood,p1,g1,
Crusader Hood,r1,p1,
Rover Hood,Iron Helmet,,
Rover Hood,Sky Piercer,,
Rover Hood,Seeker,,
Rover Hood,Ranged,,
Rover Hood,Smiting,,
Rover Hood,Swift,,
Rover Hood,Wealth,,
Rover Hood,b1,,
Rover Hood,r1,,
Scaleclaw Armor,Aegis,r2,b1
Scaleclaw Armor,Tenacious,g2,p1
Scaleclaw Armor,Iron Helmet,g2,p1
Scaleclaw Armor,Fervor,r2,g1
Scaleclaw Armor,Elusive,p2,b1
Scaleclaw Armor,Curse,b2,r1
Scaleclaw Armor,Focused,b2,p1
Scaleclaw Armor,p2,b1,g1
Scaleclaw Armor,r2,p1,g1
Eagle God Armor,Aegis,b2,
Eagle God Armor,Tenacious,g2,
Eagle God Armor,Iron Helmet,p2,
Eagle God Armor,Fervor,g2,
Eagle God Armor,Elusive,b2,
Eagle God Armor,Curse,r2,
Eagle God Armor,Focused,r2,
Eagle God Armor,p2,r1,
Eagle God Armor,b2,g1,
Crusader Leather Armor,Aegis,b1,
Crusader Leather Armor,Tenacious,g1,
Crusader Leather Armor,Iron Helmet,r1,
Crusader Leather Armor,Fervor,b1,
Crusader Leather Armor,Elusive,p1,
Crusader Leather Armor,Curse,g1,
Crusader Leather Armor,Focused,r1,
Crusader Leather Armor,b1,g1,
Crusader Leather Armor,r1,p1,
Rover Top,Aegis,,
Rover Top,Tenacious,,
Rover Top,Iron Helmet,,
Rover Top,Fervor,,
Rover Top,Elusive,,
Rover Top,Curse,,
Rover Top,Focused,,
Rover Top,b1,,
Rover Top,r1,,
Scaleclaw Bracers,Sky Piercer,g2,r1
Scaleclaw Bracers,Seeker,p2,b1
Scaleclaw Bracers,Ranged,g2,r1
Scaleclaw Bracers,Elusive,b2,p1
Scaleclaw Bracers,Deft,r2,g1
Scaleclaw Bracers,Wealth,r2,b1
Scaleclaw Bracers,Focused,p2,r1
Scaleclaw Bracers,b2,p1,g1
Scaleclaw Bracers,g2,r1,b1
Eagle God Bracers,Sky Piercer,g2,
Eagle God Bracers,Seeker,r2,
Eagle God Bracers,Ranged,p2,
Eagle God Bracers,Elusive,b2,
Eagle God Bracers,Deft,g2,
Eagle God Bracers,Wealth,g2,
Eagle God Bracers,Focused,r2,
Eagle God Bracers,b2,p1,
Eagle God Bracers,p2,b1,
Crusader Gaunlets,Sky Piercer,p1,
Crusader Gaunlets,Seeker,g1,
Crusader Gaunlets,Ranged,b1,
Crusader Gaunlets,Elusive,g1,
Crusader Gaunlets,Deft,r1,
Crusader Gaunlets,Wealth,p1,
Crusader Gaunlets,Focused,b1,
Crusader Gaunlets,p1,b1,
Crusader Gaunlets,r1,g1,
Rover Bracers,Sky Piercer,,
Rover Bracers,Seeker,,
Rover Bracers,Ranged,,
Rover Bracers,Elusive,,
Rover Bracers,Deft,,
Rover Bracers,Wealth,,
Rover Bracers,Focused,,
Rover Bracers,g1,,
Rover Bracers,p1,,
Scaleclaw Pants,Aegis,p2,g1
Scaleclaw Pants,Tenacious,b2,r1
Scaleclaw Pants,Fervid,g2,p1
Scaleclaw Pants,Smiting,r2,b1
Scaleclaw Pants,Vitality,g2,p1
Scaleclaw Pants,Elusive,r2,b1
Scaleclaw Pants,Curse,p2,r1
Scaleclaw Pants,b2,p1,g1
Scaleclaw Pants,g2,r1,b1
Eagle God Pants,Aegis,r2,
Eagle God Pants,Tenacious,b2,
Eagle God Pants,Fervid,g2,
Eagle God Pants,Smiting,p2,
Eagle God Pants,Vitality,r2,
Eagle God Pants,Elusive,p2,
Eagle God Pants,Curse,g2,
Eagle God Pants,b2,g1,
Eagle God Pants,p2,b1,
Crusader Pants,Aegis,p1,
Crusader Pants,Tenacious,g1,
Crusader Pants,Fervid,b1,
Crusader Pants,Smiting,r1,
Crusader Pants,Vitality,b1,
Crusader Pants,Elusive,p1,
Crusader Pants,Curse,r1,
Crusader Pants,p1,g1,
Crusader Pants,b1,g1,
Rover Pants,Aegis,,
Rover Pants,Tenacious,,
Rover Pants,Fervid,,
Rover Pants,Smiting,,
Rover Pants,Vitality,,
Rover Pants,Elusive,,
Rover Pants,Curse,,
Rover Pants,g1,,
