(Catalyst)
Moon Deity - Souleater Catalyst,Brotherhood,p2,g1
Moon Deity - Souleater Catalyst,spirit shield,b2,p1
Moon Deity - Souleater Catalyst,fervid,r2,b1
Moon Deity - Souleater Catalyst,seeker,g2,r1
Moon Deity - Souleater Catalyst,ranged,p2,r1
Moon Deity - Souleater Catalyst,eloquence,b2,p1
Moon Deity - Souleater Catalyst,creation,r2,g1
Moon Deity - Souleater Catalyst,g2,p1,b1
Moon Deity - Souleater Catalyst,p2,r1,b1
Moon Deity - Invocation Catalyst,Brotherhood,p2,g1
Moon Deity - Invocation Catalyst,spirit shield,b2,p1
Moon Deity - Invocation Catalyst,fervid,r2,b1
Moon Deity - Invocation Catalyst,seeker,g2,r1
Moon Deity - Invocation Catalyst,ranged,p2,r1
Moon Deity - Invocation Catalyst,eloquence,b2,p1
Moon Deity - Invocation Catalyst,creation,r2,g1
Moon Deity - Invocation Catalyst,g2,p1,b1
Moon Deity - Invocation Catalyst,p2,r1,b1
(Mace)
Wulfen Einherjar - Warcry Spike,strife,b2,g1
Wulfen Einherjar - Warcry Spike,fervid,g2,p1
Wulfen Einherjar - Warcry Spike,seeker,r2,b1
Wulfen Einherjar - Warcry Spike,fervor,p2,g1
Wulfen Einherjar - Warcry Spike,smiting,g2,r1
Wulfen Einherjar - Warcry Spike,elusive,r2,p1
Wulfen Einherjar - Warcry Spike,blessing,b2,r1
Wulfen Einherjar - Warcry Spike,b2,r1,g1
Wulfen Einherjar - Warcry Spike,p2,b1,g1
(Catalyst)
Byrnes's Ash Urn,Brotherhood,p2,g1
Byrnes's Ash Urn,spirit shield,b2,p1
Byrnes's Ash Urn,fervid,r2,b1
Byrnes's Ash Urn,seeker,g2,r1
Byrnes's Ash Urn,ranged,p2,r1
Byrnes's Ash Urn,eloquence,b2,p1
Byrnes's Ash Urn,creation,r2,g1
Byrnes's Ash Urn,g2,p1,b1
Byrnes's Ash Urn,p2,r1,b1
(Mace)
Absolution,strife,b2,g1
Absolution,fervid,g2,p1
Absolution,seeker,r2,b1
Absolution,fervor,p2,g1
Absolution,smiting,g2,r1
Absolution,elusive,r2,p1
Absolution,blessing,b2,r1
Absolution,b2,r1,g1
Absolution,p2,b1,g1
(Catalyst)
True Intent Catalyst,Brotherhood,r2,
True Intent Catalyst,spirit shield,b2,
True Intent Catalyst,fervid,g2,
True Intent Catalyst,seeker,p2,
True Intent Catalyst,ranged,g2,
True Intent Catalyst,eloquence,r2,
True Intent Catalyst,creation,p2,
True Intent Catalyst,b2,p1,
True Intent Catalyst,b2,r1,
(Mace)
Spiritwood Drumstick,strife,g2,
Spiritwood Drumstick,fervid,r2,
Spiritwood Drumstick,seeker,p2,
